mendeley_count,citeulike_count,connotea_count,blogs_count,news_count,twitter_count,wikipedia_count,facebook_count,googleplus_count,policy_count,median (12)
0,0,0,0,0,0,0,0,0,1,0
45,0,0,0,0,0,0,0,0,2,0
172,0,0,0,0,0,0,0,0,1,1
5,0,0,0,0,0,0,0,0,5,0
10,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,5,0,0,0,1
61,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
2,0,0,0,0,0,1,0,0,0,1
120,5,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
453,1,0,0,0,0,0,0,0,1,0
11,0,0,0,0,2,0,0,0,0,1
12,0,0,0,10,0,0,0,0,0,1
13,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0
327,1,8,0,0,1,0,0,0,0,1
4,0,0,0,0,0,0,0,0,1,1
6,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1
29,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1
48,0,0,0,0,0,0,0,0,2,0
12,0,0,0,0,0,0,0,0,1,0
23,0,0,0,0,2,0,0,0,0,1
87,0,0,0,0,0,0,0,0,2,0
11,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,1
98,1,0,0,0,0,0,1,0,0,0
16,0,0,0,0,0,0,0,0,1,0
14,0,0,0,0,0,0,0,0,1,0
53,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,1,0,1
14,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,1
18,0,0,1,0,0,0,0,0,0,1
30,0,0,0,0,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,1
18,0,0,0,0,0,0,0,0,1,0
24,0,0,0,0,0,0,0,0,1,1
100,0,0,0,0,1,0,0,0,6,1
90,0,0,1,0,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,1,1
3,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
29,0,1,0,0,0,0,0,0,1,0
27,0,0,0,0,0,0,0,0,1,0
36,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1
7,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,0,0,0,0,1,0
133,0,0,1,0,0,0,0,0,1,0
18,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
5,0,0,0,0,0,0,0,0,1,0
52,1,0,0,0,2,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
58,0,0,0,0,0,1,0,0,0,1
8,0,0,0,0,0,0,0,0,1,0
33,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
42,0,1,0,0,0,0,0,0,1,0
13,0,0,0,0,3,0,0,0,0,1
64,0,0,0,1,0,0,0,0,0,1
10,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
23,0,0,0,0,0,0,0,0,1,1
10,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
181,9,2,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,3,0,0,0,1
1,0,0,0,0,0,0,0,0,1,1
7,1,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,2,0
40,0,0,1,1,0,0,0,0,0,1
52,0,0,0,0,0,0,0,0,2,0
2,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
111,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
101,0,0,0,0,0,1,0,0,0,1
22,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,2,0
28,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,1,0
74,0,0,0,0,0,0,0,0,2,1
87,0,0,0,0,0,0,0,0,1,0
5,0,0,0,0,1,0,0,0,1,1
7,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,1
11,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,1,0,0,0,0,1
5,0,0,0,0,0,1,0,0,0,1
62,0,0,0,0,0,0,0,0,1,0
38,0,0,0,0,0,0,0,0,1,1
21,0,0,0,0,0,0,1,0,0,1
42,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
39,0,0,0,0,1,0,0,0,0,1
47,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0
140,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1
43,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,1
13,0,0,0,0,25,1,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0
22,1,0,0,0,0,0,0,0,1,0
86,0,0,0,0,0,0,0,0,1,0
395,2,1,0,0,2,0,0,0,0,1
14,2,0,0,0,0,0,0,0,1,0
16,0,0,0,0,0,0,2,0,0,1
10,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3,1
3,0,0,0,0,0,0,0,0,1,1
19,0,0,0,0,0,0,0,0,1,0
33,0,0,0,1,0,0,2,0,0,1
17,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,1,0
26,0,0,0,0,0,0,0,0,2,0
22,0,0,0,0,0,0,0,0,1,0
57,0,0,0,2,0,0,0,0,2,1
24,0,0,0,0,0,0,0,0,1,1
11,0,0,0,1,0,1,0,0,0,1
6,0,0,0,0,2,0,0,0,0,1
21,0,0,0,0,0,0,0,0,1,0
5,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,1
37,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
23,0,0,1,0,0,0,0,0,0,0
0,0,0,9,0,0,1,0,1,0,1
23,0,0,0,0,4,0,0,0,0,1
19,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1
22,0,0,0,0,0,0,0,0,2,0
32,0,0,0,0,0,0,0,2,0,1
713,4,0,0,0,1,0,0,0,2,1
2,0,0,0,0,0,0,0,0,2,0
5,0,0,0,0,0,0,0,0,1,0
45,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,1
10,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
23,0,0,0,0,0,1,0,0,0,1
3,0,0,0,0,0,0,0,0,1,0
45,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,6,0,1,0,0,1
0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,1
9,0,0,1,0,1,0,0,0,0,1
6,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
13,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0
18,0,0,0,0,0,1,0,0,0,1
4,0,0,0,0,0,1,0,0,0,1
4,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0
18,1,0,0,0,0,0,0,0,1,0
15,0,0,0,0,1,0,0,0,0,1
88,0,0,0,0,1,0,0,0,0,1
114,2,1,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3,1
171,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
82,0,0,0,0,1,0,0,0,0,1
3,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1
3,0,0,0,0,0,0,0,0,1,0
146,0,0,0,0,0,0,0,0,1,1
561,4,0,0,0,0,0,0,0,6,0
1,0,0,0,0,0,0,0,0,1,0
53,0,0,0,0,0,0,0,0,2,0
13,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
8,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,1
80,0,0,0,0,0,0,0,0,1,0
27,0,0,0,0,0,0,0,0,1,0
65,0,0,0,4,0,0,0,0,0,1
63,0,0,0,0,0,0,0,0,1,0
16,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,3,1
109,0,0,0,0,1,0,0,0,0,1
51,0,0,0,0,0,0,1,0,0,1
47,0,0,0,0,0,0,0,0,1,1
0,0,0,0,1,0,0,0,0,0,1
5,0,0,0,0,3,0,0,0,0,1
1,0,0,0,0,0,0,0,0,2,1
42,0,0,1,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,2,0
0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
0,0,0,2,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
49,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,2,0,0,1
8,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,2,0,0,0,1
183,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
12,0,0,0,0,4,0,0,0,0,1
21,0,0,0,0,0,0,0,0,1,0
16,0,0,0,0,0,0,0,0,1,0
17,0,0,0,0,2,0,0,0,0,1
11,0,0,0,0,0,0,0,0,1,0
16,0,0,0,0,0,0,0,0,1,1
21,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2,0,0,0,1
20,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,1
74,0,0,0,0,1,0,0,0,0,1
11,0,0,0,0,0,0,0,0,2,0
173,0,0,0,0,1,0,0,0,2,1
3,0,0,0,0,0,0,0,0,1,1
73,0,0,0,0,0,0,0,0,1,0
123,0,0,0,0,0,0,0,0,1,1
8,0,0,0,0,0,0,0,0,2,0
14,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,12,0,1
15,0,0,0,0,0,0,0,0,1,0
24,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,1
32,0,0,0,0,0,0,1,0,0,1
29,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
54,0,0,0,0,2,0,0,0,1,1
10,0,0,0,0,0,0,0,0,1,0
24,0,0,0,0,0,0,0,0,2,0
55,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
19,0,0,0,0,0,0,0,0,1,1
27,0,0,0,0,0,0,0,0,1,0
128,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,6,0
41,0,0,0,0,0,0,0,0,1,0
57,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
15,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,2,0
22,0,0,0,0,0,0,0,0,1,0
6,0,0,0,0,0,1,0,0,0,1
6,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
70,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,1
0,2,0,0,0,3,0,1,0,1,1
185,4,0,0,0,0,0,0,0,1,1
0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3,0
116,1,0,1,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,2,0
3,0,0,0,0,0,0,0,0,1,0
269,0,0,0,0,0,0,0,0,14,1
1,0,0,0,0,6,0,0,0,0,1
34,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0
9,1,0,0,0,0,0,0,0,1,1
10,0,0,0,0,1,0,0,0,0,1
70,0,0,0,0,3,0,0,0,0,1
19,0,0,0,0,0,2,0,0,0,1
27,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
299,0,0,0,0,0,0,0,0,3,1
2,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
47,0,0,0,0,0,0,0,0,2,1
8,0,0,0,0,30,0,0,0,0,1
6,0,0,0,0,0,0,0,0,1,0
117,1,0,0,0,0,0,0,0,2,1
27,0,0,1,0,0,0,0,0,1,1
33,0,0,0,0,1,0,0,0,0,1
3,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
10,0,0,0,0,0,0,0,0,1,0
91,0,0,0,0,1,0,0,0,0,1
12,0,0,1,0,0,0,0,0,0,1
13,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,0,1
3,0,0,0,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,2,0
9,0,0,0,0,0,0,0,0,6,1
19,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,1,0,0,1
112,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
59,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
618,1,0,0,0,8,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
35,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
95,0,0,0,0,1,0,0,0,0,1
63,0,1,0,0,0,0,0,0,1,0
40,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,6,1
6,0,0,0,0,0,0,0,0,1,0
370,0,0,0,0,0,0,0,0,1,1
72,0,0,0,0,0,0,0,0,1,1
25,0,0,0,0,0,0,0,0,1,1
185,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,2,1
5,0,0,0,0,0,0,0,0,1,1
5,0,0,0,0,1,0,0,0,0,1
65,0,0,0,0,0,0,0,0,1,0
34,0,0,0,0,0,0,0,0,1,0
13,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,1,0,0,0,0,1
67,0,0,0,0,0,0,0,0,1,0
57,0,0,1,0,0,0,0,0,0,0
64,0,0,1,0,0,0,0,0,0,0
121,0,0,0,0,0,1,0,0,0,1
80,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,2,0,0,0,0,1
33,0,0,0,0,0,0,0,0,1,0
30,0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,3,1
58,0,0,0,0,0,1,0,0,0,1
18,0,0,0,0,0,0,0,0,1,0
25,0,0,1,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,2,0,0,0,0,0,1
15,0,0,0,0,1,0,0,0,0,1
42,0,0,0,0,0,0,0,0,1,0
45,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
39,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,1,0,0,0,0,1
97,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,172,0,0,0,1
21,0,0,0,0,0,0,0,0,3,1
35,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,3,0,0,0,0,1
48,0,0,0,0,0,1,0,0,0,1
20,0,0,0,0,0,0,0,0,1,0
42,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,3,0,0,0,1
12,1,0,0,0,0,0,0,0,1,0
5,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,1
10,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,9,0,0,0,1,1
10,0,0,0,0,0,0,0,0,4,0
27,0,0,0,0,0,1,0,0,0,1
14,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
26,0,0,1,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,1,0
82,0,0,0,0,0,0,0,0,1,0
18,0,0,0,0,0,1,0,0,0,1
3,0,0,0,0,0,1,0,0,0,1
17,0,0,0,0,0,0,0,0,2,0
0,0,0,0,1,0,0,0,0,0,1
102,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0
37,0,0,0,0,0,0,0,0,2,0
0,0,0,0,1,0,0,0,0,0,1
15,0,0,0,0,0,0,0,0,1,0
4,0,2,0,0,0,0,0,0,1,0
68,0,0,0,0,0,0,0,0,1,0
14,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,2,0
0,0,0,0,0,0,2,0,0,0,1
36,0,0,0,0,0,0,0,0,1,1
22,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,2,0,0,1
42,0,0,0,0,0,1,0,0,0,1
8,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1
16,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,1
103,2,0,0,0,0,1,0,0,0,1
14,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
14,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1
1,0,1,0,3,2,0,0,0,0,1
6,0,0,0,0,0,0,0,0,1,0
35,0,0,1,0,0,0,0,0,0,0
50,1,0,0,0,1,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,1
25,0,1,0,0,0,0,0,0,1,0
15,0,0,0,0,0,0,0,0,1,0
88,0,0,0,0,0,0,0,0,1,0
53,0,0,0,0,0,0,0,0,1,0
40,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,1,0
57,0,0,0,1,0,0,0,0,0,1
9,0,0,0,1,0,0,0,0,0,1
19,0,0,0,0,3,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
19,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
69,1,0,0,0,1,0,0,0,0,1
25,0,0,0,0,0,0,0,0,1,0
3,0,0,0,1,0,0,0,0,0,1
0,0,0,3,0,0,0,0,0,0,1
20,0,0,0,0,1,0,0,0,0,1
65,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,1,0
18,0,0,0,1,0,0,0,0,0,1
40,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,0
7,0,0,0,1,0,0,0,0,0,1
31,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
30,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,2,0
8,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,1
5,0,0,0,0,0,0,0,0,1,0
36,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,1,0
5,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,2,0,0,0,1
95,0,0,0,0,0,0,0,0,1,0
40,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,1,0
17,0,0,0,0,0,1,0,0,0,1
38,0,0,0,0,0,0,0,1,0,1
15,0,0,0,0,0,0,0,0,1,0
23,0,0,0,0,0,0,0,0,1,1
14,0,0,0,0,0,0,0,0,3,1
0,0,0,0,1,0,0,0,0,0,1
0,0,0,2,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,3,0
10,0,0,0,0,0,1,0,0,0,1
16,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,3,0,0,1
33,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,1,0
16,2,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
11,0,0,0,0,0,0,0,0,3,0
1,0,0,0,0,0,1,0,0,0,1
4,0,0,0,0,0,0,0,0,1,0
28,1,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,6,0,0,0,1
12,0,0,0,0,1,0,0,0,0,1
20,0,0,0,0,1,0,0,0,0,1
35,0,0,0,0,0,0,0,0,1,0
0,2,1,0,0,0,0,0,0,1,1
18,0,0,0,0,1,0,0,0,0,1
121,0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
15,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,0
114,2,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,1,0,0,0,1
8,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
40,0,0,0,0,0,0,0,0,1,1
13,0,0,0,1,0,0,0,0,0,1
9,0,0,0,0,4,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1
14,0,0,0,0,0,1,0,0,0,1
60,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,2,0,0,0,1
91,0,0,0,0,0,0,0,0,1,0
27,0,0,0,50,0,0,0,0,1,1
34,1,0,0,0,1,0,0,0,0,1
41,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1
53,2,0,0,0,0,0,0,0,1,0
17,0,0,0,0,0,0,0,0,1,1
10,0,0,0,0,0,0,0,0,1,0
30,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,3,0,0,0,1
33,0,0,0,0,0,0,0,0,1,0
35,0,0,0,0,0,1,0,0,0,1
4,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2,0,0,1
7,0,0,0,0,0,1,0,0,0,1
13,0,1,0,0,0,0,1,0,0,1
3,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,0,0,0,0,2,0
14,0,0,0,0,0,1,0,0,0,1
14,0,0,0,0,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,6,1
0,0,0,0,0,0,1,0,0,0,1
221,0,0,0,0,3,0,1,0,0,1
39,0,0,0,0,0,0,0,0,1,0
6,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,0,0,1,1
8,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,1,1
15,0,0,0,0,1,0,0,0,0,1
124,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,1,1
18,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
39,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,1,0,0,0,0,1
7,0,0,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,0,0,2,0
61,0,0,0,0,0,0,0,0,3,0
11,0,0,0,0,0,0,0,0,1,0
50,4,0,0,0,1,0,0,0,0,1
21,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2,0,0,0,1
7,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,1,0,0,0,0,1
236,2,0,0,0,1,0,0,0,2,1
5,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,1,0,0,0,0,1
2,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
17,0,0,0,0,1,0,0,0,0,1
8,0,0,0,0,0,0,0,0,1,0
88,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,1
322,0,0,0,0,1,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0
24,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,1,0
18,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0
74,0,0,0,0,0,0,0,0,2,0
53,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1
66,1,0,0,0,0,0,0,0,1,0
7,0,0,0,0,3,0,0,0,0,1
0,0,0,2,0,0,0,0,0,0,1
24,0,0,0,0,2,0,0,0,0,1
4,0,0,0,0,0,0,0,0,1,1
52,1,0,2,0,0,0,0,0,0,1
