mendeley_count,citeulike_count,connotea_count,blogs_count,news_count,twitter_count,wikipedia_count,facebook_count,googleplus_count,policy_count,median(19)
0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0
90,0,0,0,0,0,0,0,0,2,0
3,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
7,0,1,0,0,0,0,0,0,4,0
22,0,0,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1
5,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,3,0
2,0,0,0,0,1,0,0,0,0,1
4,0,0,0,0,2,0,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0,0,0,4,0
7,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
13,0,0,0,0,0,0,0,0,3,0
3,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,2,0
3,0,0,0,0,1,0,0,0,0,1
12,0,0,0,0,0,0,0,0,2,0
7,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0
23,0,0,0,0,0,1,0,0,0,1
15,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,0,0,1,0
18,0,0,0,0,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
6,0,0,0,0,0,0,0,0,2,1
2,0,0,0,0,0,0,0,0,1,1
3,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
103,0,0,0,0,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,3,1
0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0
56,0,0,0,0,84,0,0,0,0,1
12,0,0,0,0,0,0,0,0,1,0
17,0,0,0,0,0,0,0,0,6,1
5,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1
12,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
66,0,0,0,0,0,0,0,0,3,0
30,0,0,0,0,0,0,0,0,1,0
3,1,0,0,0,0,0,0,0,1,1
2,0,0,0,0,0,1,0,0,0,1
7,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
16,0,0,0,0,0,0,0,0,4,0
10,1,0,0,0,0,0,0,0,1,1
32,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
29,0,0,0,0,0,0,0,0,3,1
0,0,0,1,0,0,0,0,0,0,1
160,0,0,1,0,0,0,0,0,5,1
3,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,3,1
28,1,0,0,0,0,1,0,0,0,1
6,0,0,0,0,0,0,0,0,1,1
6,0,0,0,0,0,0,0,0,1,0
21,0,0,0,0,1,0,0,0,0,1
3,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,1,0,0,0,0,1
8,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0
114,0,0,0,0,0,0,0,0,4,0
16,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,3,1
1,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,3,0
22,0,0,0,0,0,0,0,0,2,1
83,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
141,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,2,0,0,0,1
8,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,4,1
8,0,0,0,0,0,0,0,0,1,0
5,0,0,0,0,2,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,2,0
22,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,0
18,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,3,0
2,0,0,0,0,0,0,0,0,2,1
1,0,0,0,0,0,0,0,0,2,1
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,0
73,0,0,0,0,0,1,0,0,0,1
4,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,2,0
6,0,0,0,0,0,0,0,0,1,1
13,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,1,0,0,0,1
4,0,0,0,0,0,0,0,0,4,1
4,0,0,0,0,0,0,0,0,1,1
50,0,0,0,0,3,0,0,0,0,1
7,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,3,1
26,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0
6,1,0,0,0,0,0,0,0,1,0
81,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
222,1,0,1,0,0,0,0,0,0,1
37,0,0,0,0,1,0,0,0,0,1
7,0,0,0,0,0,0,0,0,1,1
3,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
10,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,3,0
34,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,2,0
21,0,0,0,0,0,0,0,0,3,0
2,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1
3,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
16,0,0,0,0,0,0,0,0,1,0
4,0,0,1,0,2,0,0,0,0,1
10,0,0,0,0,0,0,0,0,14,1
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,0,0,2,0
5,0,0,0,0,0,0,0,0,3,0
6,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,1,0,0,0,1
29,0,0,0,0,0,0,0,0,2,0
7,0,0,0,0,0,0,0,0,1,0
5,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,2,0
10,0,0,0,0,1,0,0,0,0,1
5,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,0,0,1
34,0,0,0,0,0,0,0,0,1,1
3,0,0,0,0,0,0,0,0,1,1
95,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,1,0
16,0,0,0,0,0,0,0,0,1,1
143,0,0,0,0,0,0,0,0,1,0
34,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1
4,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
9,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
13,1,0,0,0,1,0,0,0,0,1
7,0,0,0,0,0,0,0,0,1,0
25,0,1,0,0,0,1,0,0,0,1
52,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
13,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,0,0,0,0,1,1
6,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,1,1
4,0,0,0,0,0,0,0,0,1,0
6,0,0,0,0,0,0,0,0,2,1
1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0
99,1,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
119,0,0,0,0,0,0,0,0,1,0
28,0,0,0,0,0,0,0,0,2,0
12,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
226,3,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,1,0
69,0,0,0,0,0,0,0,0,3,1
33,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1
6,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,1
3,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,1,0,0,0,1
18,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
55,0,0,0,0,0,0,0,0,1,0
3,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
15,0,0,0,0,0,0,0,0,1,0
18,0,0,0,0,0,0,0,0,1,1
23,0,0,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,0,0,2,1
17,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,2,0
11,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
94,0,0,0,0,0,0,0,0,2,0
8,0,0,0,0,0,0,0,0,1,0
64,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,1
48,1,0,0,0,0,0,0,0,1,1
5,0,0,0,0,1,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,3,1
48,0,0,0,0,0,0,0,0,1,0
23,0,0,1,0,0,0,0,0,0,1
58,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,2,0
3,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,3,1
0,0,0,0,1,0,0,0,0,0,1
12,0,0,0,0,0,0,0,0,2,0
5,0,0,0,0,0,0,0,0,6,0
9,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,4,0
0,0,0,0,2,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,1,1
5,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,2,0
12,0,0,0,0,0,0,1,0,0,1
16,0,0,0,0,0,0,0,0,1,1
26,0,0,0,0,0,0,0,0,1,0
5,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,3,0
2,0,0,0,0,0,0,0,0,1,0
15,0,0,0,0,0,1,0,0,0,1
8,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,1,0,0
6,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,2,0
15,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
6,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
10,0,0,0,0,0,0,0,0,4,1
5,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1
3,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
13,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
5,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1
39,0,0,0,0,0,0,0,0,1,0
27,0,0,0,0,1,0,0,0,0,1
2,0,0,1,0,0,0,0,0,1,1
10,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,1,0,0,0,1
6,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,2,0
7,0,0,0,0,1,0,0,0,4,1
0,0,0,0,0,0,0,0,0,1,1
20,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,2,0
2,0,0,0,0,0,0,0,0,1,0
60,0,0,0,0,4,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
12,0,0,0,0,0,0,0,0,4,1
2,0,0,0,0,0,0,0,0,2,0
5,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,1,0,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,1
27,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,3,0
1,0,0,0,0,0,0,0,0,1,1
10,0,0,0,0,0,0,0,0,1,0
45,0,0,1,0,0,0,0,0,0,1
100,0,0,0,0,1,0,0,0,0,1
11,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
19,0,0,1,0,0,0,0,0,1,1
31,0,0,0,0,0,0,0,0,1,1
1,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,3,0
17,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0
6,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,1
20,1,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,2,0
2,0,0,0,0,0,0,0,0,2,0
3,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,4,0
10,0,0,0,0,0,0,0,0,1,0
4,1,0,0,0,0,0,0,0,1,0
72,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
23,0,0,0,0,0,0,0,0,1,1
22,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0
5,0,0,0,0,0,0,0,0,1,1
8,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,1,0,0,0,0,1
40,0,0,0,0,0,0,0,0,1,1
26,0,0,0,0,2,0,0,0,0,1
0,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,2,0
7,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,1,0,0,0,0,1
32,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
6,0,0,0,0,0,0,0,0,1,1
26,0,14,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,1,1
24,0,0,0,0,0,0,0,0,2,0
2,0,0,0,0,0,1,0,0,0,1
27,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,3,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,11,0
0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
32,1,0,0,0,0,0,0,0,2,0
4,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,2,0
4,0,0,0,0,0,0,0,0,1,1
44,0,0,0,0,0,1,0,0,0,1
8,0,0,1,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,1
26,0,0,0,0,0,0,0,0,1,1
0,0,0,0,5,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
55,0,0,0,0,0,0,0,0,1,1
6,0,0,0,0,0,0,0,0,2,0
1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,2,0
42,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
6,1,0,0,0,0,2,0,0,0,1
2,0,0,0,0,1,0,0,0,0,1
48,0,0,0,0,0,0,0,0,5,1
7,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,1,1
1,0,0,0,6,0,0,0,0,6,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,3,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
7,0,0,0,0,0,2,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
49,0,0,0,0,0,0,0,0,1,0
120,0,0,0,0,0,0,0,0,3,0
2,0,0,0,0,0,0,0,0,11,1
36,0,0,0,0,3,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,1
5,0,0,1,0,0,0,0,0,0,1
77,0,0,0,0,0,0,0,0,6,1
0,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,1,0,0,0,0,1
20,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,2,1
4,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1
241,0,0,0,0,0,0,0,0,14,1
0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1
16,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,1,0,0,0,1
43,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,1,0
19,0,0,0,0,0,0,0,0,6,0
9,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,1
7,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1
3,0,11,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2,0,0,0,1
17,0,0,0,0,0,1,0,0,0,1
2,0,0,0,0,0,1,0,0,0,1
28,0,0,0,0,0,0,0,0,3,0
2,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0
17,0,0,0,0,0,0,0,0,1,0
65,0,0,0,1,0,0,0,0,0,1
12,0,0,0,0,1,0,0,0,0,1
8,0,0,0,0,3,0,7,0,0,1
2,0,0,0,0,0,0,0,0,6,0
3,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,1
72,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1
13,0,0,0,0,0,0,0,0,4,0
3,0,0,0,0,0,0,0,0,1,0
5,0,0,0,0,1,0,0,0,0,1
2,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3,0
36,0,1,0,0,0,0,0,0,5,0
8,1,0,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
15,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,1,1
5,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,1
